1EQY,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION,2VYP,X-RAY DIFFRACTION
1ES7,X-RAY DIFFRACTION,4MID,X-RAY DIFFRACTION,2K3G,SOLUTION NMR
1ESV,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION,2VYP,X-RAY DIFFRACTION
1ETH,X-RAY DIFFRACTION,1HPL,X-RAY DIFFRACTION,1PCO,SOLUTION NMR
1EUI,X-RAY DIFFRACTION,1FLZ,X-RAY DIFFRACTION,1UGI,X-RAY DIFFRACTION
1EUV,X-RAY DIFFRACTION,2HL9,X-RAY DIFFRACTION,1L2N,SOLUTION NMR
1EV2,X-RAY DIFFRACTION,1BFF,X-RAY DIFFRACTION,3DAR,X-RAY DIFFRACTION
1EWY,X-RAY DIFFRACTION,1OGJ,X-RAY DIFFRACTION,1CZP,X-RAY DIFFRACTION
1EZS,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION,1ANE,X-RAY DIFFRACTION
1EZU,X-RAY DIFFRACTION,1ECY,X-RAY DIFFRACTION,1ANE,X-RAY DIFFRACTION
1F34,X-RAY DIFFRACTION,1PSA,X-RAY DIFFRACTION,1F32,X-RAY DIFFRACTION
1F3V,X-RAY DIFFRACTION,1F2H,SOLUTION NMR,1CA4,X-RAY DIFFRACTION
1F5R,X-RAY DIFFRACTION,1DPO,X-RAY DIFFRACTION,3AUC,X-RAY DIFFRACTION
1F6A,X-RAY DIFFRACTION,1F2Q,X-RAY DIFFRACTION,1FP5,X-RAY DIFFRACTION
1F6M,X-RAY DIFFRACTION,1TRB,X-RAY DIFFRACTION,2TRX,X-RAY DIFFRACTION
1F7Z,X-RAY DIFFRACTION,1TRN,X-RAY DIFFRACTION,3AUC,X-RAY DIFFRACTION
1F8U,X-RAY DIFFRACTION,1Q84,X-RAY DIFFRACTION,1FSC,X-RAY DIFFRACTION
1FAP,X-RAY DIFFRACTION,2PPN,X-RAY DIFFRACTION,1AUE,X-RAY DIFFRACTION
1FC2,X-RAY DIFFRACTION,2SPZ,SOLUTION NMR,1FC1,X-RAY DIFFRACTION
1FCC,X-RAY DIFFRACTION,4WI4,X-RAY DIFFRACTION,1MHX,X-RAY DIFFRACTION
1FFG,X-RAY DIFFRACTION,3CHY,X-RAY DIFFRACTION,1FWP,SOLUTION NMR
1FFS,X-RAY DIFFRACTION,3CHY,X-RAY DIFFRACTION,1FWP,SOLUTION NMR
1FFW,X-RAY DIFFRACTION,3CHY,X-RAY DIFFRACTION,1FWP,SOLUTION NMR
1FIN,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1FLE,X-RAY DIFFRACTION,5AVD,X-RAY DIFFRACTION,2REL,SOLUTION NMR
1FLT,X-RAY DIFFRACTION,1MKK,X-RAY DIFFRACTION,5ABD,X-RAY DIFFRACTION
1FQ1,X-RAY DIFFRACTION,1FPZ,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION
1FQK,X-RAY DIFFRACTION,1TAD,X-RAY DIFFRACTION,1FQI,X-RAY DIFFRACTION
1FR2,X-RAY DIFFRACTION,1IMQ,SOLUTION NMR,1FSJ,X-RAY DIFFRACTION
1FSS,X-RAY DIFFRACTION,1EA5,X-RAY DIFFRACTION,1FSC,X-RAY DIFFRACTION
1FVV,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1FY8,X-RAY DIFFRACTION,1TRN,X-RAY DIFFRACTION,1BPI,X-RAY DIFFRACTION
1G3I,X-RAY DIFFRACTION,1G41,X-RAY DIFFRACTION,1JJW,X-RAY DIFFRACTION
1G4A,X-RAY DIFFRACTION,1DO0,X-RAY DIFFRACTION,4G4E,X-RAY DIFFRACTION
1G4B,X-RAY DIFFRACTION,1DO0,X-RAY DIFFRACTION,4G4E,X-RAY DIFFRACTION
1G4U,X-RAY DIFFRACTION,1G4W,X-RAY DIFFRACTION,2W2V,X-RAY DIFFRACTION
1G4Y,X-RAY DIFFRACTION,1KKD,SOLUTION NMR,3IF7,X-RAY DIFFRACTION
1G6V,X-RAY DIFFRACTION,3KS3,X-RAY DIFFRACTION,1F2X,X-RAY DIFFRACTION
1G73,X-RAY DIFFRACTION,1FEW,X-RAY DIFFRACTION,3G76,X-RAY DIFFRACTION
1GCQ,X-RAY DIFFRACTION,1GFD,SOLUTION NMR,1GCP,X-RAY DIFFRACTION
1GHQ,X-RAY DIFFRACTION,1C3D,X-RAY DIFFRACTION,1LY2,X-RAY DIFFRACTION
1GL1,X-RAY DIFFRACTION,2CGA,X-RAY DIFFRACTION,1PMC,SOLUTION NMR
1GLA,X-RAY DIFFRACTION,2F3G,X-RAY DIFFRACTION,1BU6,X-RAY DIFFRACTION
1GLB,X-RAY DIFFRACTION,2F3G,X-RAY DIFFRACTION,1BU6,X-RAY DIFFRACTION
1GLC,X-RAY DIFFRACTION,2F3G,X-RAY DIFFRACTION,1BU6,X-RAY DIFFRACTION
1GLD,X-RAY DIFFRACTION,2F3G,X-RAY DIFFRACTION,1BU6,X-RAY DIFFRACTION
1GLE,X-RAY DIFFRACTION,2F3G,X-RAY DIFFRACTION,1BU6,X-RAY DIFFRACTION
1GPQ,X-RAY DIFFRACTION,1XS0,X-RAY DIFFRACTION,4LZT,X-RAY DIFFRACTION
1GPW,X-RAY DIFFRACTION,1THF,X-RAY DIFFRACTION,1K9V,X-RAY DIFFRACTION
1GRN,X-RAY DIFFRACTION,1A4R,X-RAY DIFFRACTION,1RGP,X-RAY DIFFRACTION
1GUA,X-RAY DIFFRACTION,3X1X,X-RAY DIFFRACTION,1RFA,SOLUTION NMR
1GXD,X-RAY DIFFRACTION,1CK7,X-RAY DIFFRACTION,1BR9,X-RAY DIFFRACTION
1H1P,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1H1Q,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1H1R,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1H1S,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1H1V,X-RAY DIFFRACTION,2FXU,X-RAY DIFFRACTION,1NPH,X-RAY DIFFRACTION
1H59,X-RAY DIFFRACTION,1IMX,X-RAY DIFFRACTION,1BOE,SOLUTION NMR
1H9H,X-RAY DIFFRACTION,2A31,X-RAY DIFFRACTION,2M7T,SOLUTION NMR
1H9I,X-RAY DIFFRACTION,2A31,X-RAY DIFFRACTION,2M7T,SOLUTION NMR
1HCF,X-RAY DIFFRACTION,1B98,X-RAY DIFFRACTION,1WWB,X-RAY DIFFRACTION
1HE1,X-RAY DIFFRACTION,1HE9,X-RAY DIFFRACTION,2G0N,X-RAY DIFFRACTION
1HE8,X-RAY DIFFRACTION,1E8Y,X-RAY DIFFRACTION,1CTQ,X-RAY DIFFRACTION
1HH4,X-RAY DIFFRACTION,2C2H,X-RAY DIFFRACTION,1FST,X-RAY DIFFRACTION
1HLU,X-RAY DIFFRACTION,2OAN,X-RAY DIFFRACTION,1PNE,X-RAY DIFFRACTION
1HQY,X-RAY DIFFRACTION,4G4E,X-RAY DIFFRACTION,1G41,X-RAY DIFFRACTION
1HT1,X-RAY DIFFRACTION,4G4E,X-RAY DIFFRACTION,1G41,X-RAY DIFFRACTION
1HT2,X-RAY DIFFRACTION,4G4E,X-RAY DIFFRACTION,1G41,X-RAY DIFFRACTION
1HWG,X-RAY DIFFRACTION,1HGU,X-RAY DIFFRACTION,2AEW,X-RAY DIFFRACTION
1HWH,X-RAY DIFFRACTION,1HGU,X-RAY DIFFRACTION,2AEW,X-RAY DIFFRACTION
1HYR,X-RAY DIFFRACTION,1MPU,X-RAY DIFFRACTION,1JE6,X-RAY DIFFRACTION
1HZZ,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
1I2M,X-RAY DIFFRACTION,5CIQ,X-RAY DIFFRACTION,1A12,X-RAY DIFFRACTION
1I4D,X-RAY DIFFRACTION,1I49,X-RAY DIFFRACTION,2C2H,X-RAY DIFFRACTION
1I4E,X-RAY DIFFRACTION,1P35,X-RAY DIFFRACTION,2K7Z,SOLUTION NMR
1I4L,X-RAY DIFFRACTION,1I49,X-RAY DIFFRACTION,2C2H,X-RAY DIFFRACTION
1I4O,X-RAY DIFFRACTION,4HQ0,X-RAY DIFFRACTION,1C9Q,SOLUTION NMR
1I4T,X-RAY DIFFRACTION,1I49,X-RAY DIFFRACTION,2C2H,X-RAY DIFFRACTION
1I85,X-RAY DIFFRACTION,1NCN,X-RAY DIFFRACTION,1AH1,SOLUTION NMR
1I8L,X-RAY DIFFRACTION,1DR9,X-RAY DIFFRACTION,1AH1,SOLUTION NMR
1IB1,X-RAY DIFFRACTION,1A4O,X-RAY DIFFRACTION,1KUX,X-RAY DIFFRACTION
1IBR,X-RAY DIFFRACTION,5CIQ,X-RAY DIFFRACTION,1GCJ,X-RAY DIFFRACTION
1II4,X-RAY DIFFRACTION,4OEE,X-RAY DIFFRACTION,3DAR,X-RAY DIFFRACTION
1IIL,X-RAY DIFFRACTION,4OEE,X-RAY DIFFRACTION,3DAR,X-RAY DIFFRACTION
1IK9,X-RAY DIFFRACTION,5CJ0,X-RAY DIFFRACTION,2E2W,SOLUTION NMR
1IS7,X-RAY DIFFRACTION,1FB1,X-RAY DIFFRACTION,1JG5,X-RAY DIFFRACTION
1IS8,X-RAY DIFFRACTION,1FB1,X-RAY DIFFRACTION,1JG5,X-RAY DIFFRACTION
1IVO,X-RAY DIFFRACTION,5LV6,SOLUTION NMR,2KV4,SOLUTION NMR
1J2J,X-RAY DIFFRACTION,1O3Y,X-RAY DIFFRACTION,1OXZ,X-RAY DIFFRACTION
1JCK,X-RAY DIFFRACTION,1BEC,X-RAY DIFFRACTION,1CK1,X-RAY DIFFRACTION
1JIW,X-RAY DIFFRACTION,1AKL,X-RAY DIFFRACTION,2RN4,SOLUTION NMR
1JK0,X-RAY DIFFRACTION,1SMQ,X-RAY DIFFRACTION,1SMS,X-RAY DIFFRACTION
1JK9,X-RAY DIFFRACTION,1JCV,X-RAY DIFFRACTION,1QUP,X-RAY DIFFRACTION
1JLT,X-RAY DIFFRACTION,1VPI,X-RAY DIFFRACTION,1RGB,X-RAY DIFFRACTION
1JMA,X-RAY DIFFRACTION,4FHQ,X-RAY DIFFRACTION,1L2G,X-RAY DIFFRACTION
1JOW,X-RAY DIFFRACTION,1BU2,X-RAY DIFFRACTION,5L2S,X-RAY DIFFRACTION
1JST,X-RAY DIFFRACTION,1JVP,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1JTD,X-RAY DIFFRACTION,1ERM,X-RAY DIFFRACTION,3QI0,X-RAY DIFFRACTION
1JTG,X-RAY DIFFRACTION,1BTL,X-RAY DIFFRACTION,3GMU,X-RAY DIFFRACTION
1JWH,X-RAY DIFFRACTION,3PE1,X-RAY DIFFRACTION,2R6M,X-RAY DIFFRACTION
1JZD,X-RAY DIFFRACTION,4I5Q,X-RAY DIFFRACTION,1L6P,X-RAY DIFFRACTION
1K28,X-RAY DIFFRACTION,1PDL,ELECTRON MICROSCOPY,1PDJ,ELECTRON MICROSCOPY
1K8R,X-RAY DIFFRACTION,1CTQ,X-RAY DIFFRACTION,1I35,SOLUTION NMR
1K90,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,3IF7,X-RAY DIFFRACTION
1K93,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1DEG,X-RAY DIFFRACTION
1K9O,X-RAY DIFFRACTION,1SEK,X-RAY DIFFRACTION,1DPO,X-RAY DIFFRACTION
1KAC,X-RAY DIFFRACTION,1NOB,X-RAY DIFFRACTION,3J6M,ELECTRON MICROSCOPY
1KF9,X-RAY DIFFRACTION,1HUW,X-RAY DIFFRACTION,2AEW,X-RAY DIFFRACTION
1KGY,X-RAY DIFFRACTION,1NUK,X-RAY DIFFRACTION,2I85,SOLUTION NMR
1KI1,X-RAY DIFFRACTION,2QRZ,X-RAY DIFFRACTION,3JV3,X-RAY DIFFRACTION
1KIU,X-RAY DIFFRACTION,1BF8,SOLUTION NMR,5AB1,X-RAY DIFFRACTION
1KKL,X-RAY DIFFRACTION,2QMH,X-RAY DIFFRACTION,1SPH,X-RAY DIFFRACTION
1KKM,X-RAY DIFFRACTION,2QMH,X-RAY DIFFRACTION,1SPH,X-RAY DIFFRACTION
1KLF,X-RAY DIFFRACTION,1BF8,SOLUTION NMR,5AB1,X-RAY DIFFRACTION
1KMC,X-RAY DIFFRACTION,4FDL,X-RAY DIFFRACTION,1C9Q,SOLUTION NMR
1KRL,X-RAY DIFFRACTION,3PYJ,X-RAY DIFFRACTION,2O9U,X-RAY DIFFRACTION
1KTZ,X-RAY DIFFRACTION,1TGJ,X-RAY DIFFRACTION,1PLO,SOLUTION NMR
1KU6,X-RAY DIFFRACTION,4B85,X-RAY DIFFRACTION,1FSC,X-RAY DIFFRACTION
1KXP,X-RAY DIFFRACTION,2FXU,X-RAY DIFFRACTION,1KW2,X-RAY DIFFRACTION
1KYI,X-RAY DIFFRACTION,1G41,X-RAY DIFFRACTION,1JJW,X-RAY DIFFRACTION
1KZ7,X-RAY DIFFRACTION,1RJ2,X-RAY DIFFRACTION,2QRZ,X-RAY DIFFRACTION
1KZG,X-RAY DIFFRACTION,1RJ2,X-RAY DIFFRACTION,2QRZ,X-RAY DIFFRACTION
1L0X,X-RAY DIFFRACTION,1BEC,X-RAY DIFFRACTION,1UUP,X-RAY DIFFRACTION
1L0Y,X-RAY DIFFRACTION,1BEC,X-RAY DIFFRACTION,1UUP,X-RAY DIFFRACTION
1L6X,X-RAY DIFFRACTION,4WI4,X-RAY DIFFRACTION,1ZDD,SOLUTION NMR
1LB1,X-RAY DIFFRACTION,1RJ2,X-RAY DIFFRACTION,3TVD,X-RAY DIFFRACTION
1LDT,X-RAY DIFFRACTION,2A31,X-RAY DIFFRACTION,2KMR,SOLUTION NMR
1LFD,X-RAY DIFFRACTION,1LXD,X-RAY DIFFRACTION,1XCM,X-RAY DIFFRACTION
1LOT,X-RAY DIFFRACTION,1KW2,X-RAY DIFFRACTION,2FXU,X-RAY DIFFRACTION
1LP1,X-RAY DIFFRACTION,2B88,SOLUTION NMR,2SPZ,SOLUTION NMR
1LPA,X-RAY DIFFRACTION,1PCO,SOLUTION NMR,1HPL,X-RAY DIFFRACTION
1LPB,X-RAY DIFFRACTION,1PCO,SOLUTION NMR,1HPL,X-RAY DIFFRACTION
1LQG,X-RAY DIFFRACTION,1LQJ,X-RAY DIFFRACTION,1UGI,X-RAY DIFFRACTION
1LQM,X-RAY DIFFRACTION,1LQJ,X-RAY DIFFRACTION,1UGI,X-RAY DIFFRACTION
1LVC,X-RAY DIFFRACTION,1K8T,X-RAY DIFFRACTION,1PRW,X-RAY DIFFRACTION
1LW6,X-RAY DIFFRACTION,1SUP,X-RAY DIFFRACTION,1YPC,X-RAY DIFFRACTION
1LX5,X-RAY DIFFRACTION,1LXI,X-RAY DIFFRACTION,1BTE,X-RAY DIFFRACTION
1LZW,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION
1M10,X-RAY DIFFRACTION,1AUQ,X-RAY DIFFRACTION,1M0Z,X-RAY DIFFRACTION
1M9C,X-RAY DIFFRACTION,5F66,X-RAY DIFFRACTION,4NX4,X-RAY DIFFRACTION
1M9D,X-RAY DIFFRACTION,5F66,X-RAY DIFFRACTION,2PWO,X-RAY DIFFRACTION
1M9E,X-RAY DIFFRACTION,5TA4,X-RAY DIFFRACTION,4NX4,X-RAY DIFFRACTION
1M9F,X-RAY DIFFRACTION,5F66,X-RAY DIFFRACTION,4NX4,X-RAY DIFFRACTION
1M9X,X-RAY DIFFRACTION,5F66,X-RAY DIFFRACTION,2PWO,X-RAY DIFFRACTION
1M9Y,X-RAY DIFFRACTION,5F66,X-RAY DIFFRACTION,4NX4,X-RAY DIFFRACTION
1MA9,X-RAY DIFFRACTION,1KW2,X-RAY DIFFRACTION,2FXU,X-RAY DIFFRACTION
1MAH,X-RAY DIFFRACTION,2HA2,X-RAY DIFFRACTION,1FSC,X-RAY DIFFRACTION
1MBU,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION
1MBV,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION
1MBX,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION
1MCW,X-RAY DIFFRACTION,1JVK,X-RAY DIFFRACTION,3MCG,X-RAY DIFFRACTION
1MDU,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION,2VYP,X-RAY DIFFRACTION
1MEE,X-RAY DIFFRACTION,3VYV,X-RAY DIFFRACTION,1EGL,SOLUTION NMR
1MG9,X-RAY DIFFRACTION,3O2O,X-RAY DIFFRACTION,1K6K,X-RAY DIFFRACTION
1ML0,X-RAY DIFFRACTION,1MKF,X-RAY DIFFRACTION,3IFD,X-RAY DIFFRACTION
1MQ8,X-RAY DIFFRACTION,1P53,X-RAY DIFFRACTION,1MJN,X-RAY DIFFRACTION
1MZ8,X-RAY DIFFRACTION,1UNK,X-RAY DIFFRACTION,1M08,X-RAY DIFFRACTION
1N8S,X-RAY DIFFRACTION,1HPL,X-RAY DIFFRACTION,1PCO,SOLUTION NMR
1NBF,X-RAY DIFFRACTION,1NB8,X-RAY DIFFRACTION,5NVG,X-RAY DIFFRACTION
1NF3,X-RAY DIFFRACTION,1AJE,SOLUTION NMR,2LC6,SOLUTION NMR
1NLV,X-RAY DIFFRACTION,3EKS,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION
1NM1,X-RAY DIFFRACTION,3EKS,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION
1NM5,X-RAY DIFFRACTION,1L7D,X-RAY DIFFRACTION,1E3T,SOLUTION NMR
1NMD,X-RAY DIFFRACTION,3EKS,X-RAY DIFFRACTION,5DD2,X-RAY DIFFRACTION
1NMU,X-RAY DIFFRACTION,5B3X,X-RAY DIFFRACTION,1CN7,SOLUTION NMR
1NOC,X-RAY DIFFRACTION,1NOS,X-RAY DIFFRACTION,1Q23,X-RAY DIFFRACTION
1NSG,X-RAY DIFFRACTION,2PPN,X-RAY DIFFRACTION,1AUE,X-RAY DIFFRACTION
1NVU,X-RAY DIFFRACTION,1LF5,X-RAY DIFFRACTION,2II0,X-RAY DIFFRACTION
1NVW,X-RAY DIFFRACTION,1CTQ,X-RAY DIFFRACTION,2II0,X-RAY DIFFRACTION
1NVX,X-RAY DIFFRACTION,1LF5,X-RAY DIFFRACTION,2II0,X-RAY DIFFRACTION
1NW9,X-RAY DIFFRACTION,4KMP,X-RAY DIFFRACTION,2AR9,X-RAY DIFFRACTION
1OC0,X-RAY DIFFRACTION,4IC0,X-RAY DIFFRACTION,1SSU,SOLUTION NMR
1OFH,X-RAY DIFFRACTION,1IM2,X-RAY DIFFRACTION,1JJW,X-RAY DIFFRACTION
1OFI,X-RAY DIFFRACTION,1IM2,X-RAY DIFFRACTION,1JJW,X-RAY DIFFRACTION
1OFU,X-RAY DIFFRACTION,2VAW,X-RAY DIFFRACTION,1OFT,X-RAY DIFFRACTION
1OGU,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1OI9,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
1OIU,X-RAY DIFFRACTION,3EZR,X-RAY DIFFRACTION,1VIN,X-RAY DIFFRACTION
